Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Object Date,Object Begin Date,Object End Date,Dimensions,Credit Line,Classification,Link Resource,Repository
12522,The American Wing,1950,Drawing,Sketch of Grave Stele (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12522,"Metropolitan Museum of Art, New York, NY"
12523,The American Wing,1950,Watercolor,Leaving Athens (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12523,"Metropolitan Museum of Art, New York, NY"
12524,The American Wing,1950,Drawing,Sketch of Ancient Ruins on Hilltop (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12524,"Metropolitan Museum of Art, New York, NY"
12525,The American Wing,1950,Watercolor,Salamis (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12525,"Metropolitan Museum of Art, New York, NY"
12526,The American Wing,1950,Watercolor,Cape Sunium (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12526,"Metropolitan Museum of Art, New York, NY"
12527,The American Wing,1950,Drawing,Island off Cape Sunium (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12527,"Metropolitan Museum of Art, New York, NY"
12528,The American Wing,1950,Drawing,British Fleet off Salamis (from Sketchbook),American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,5 1/4 x 8 1/4 in. (13.3 x 21 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12528,"Metropolitan Museum of Art, New York, NY"
12529,The American Wing,1950,Sketchbook,"Sketchbook of Greek, Italian Islands, and Near East Subjects",American,"Sargent, Mary Newbold",,1826,1906,,1904,1904,1904,"Cover: 5 5/16 x 8 5/8 in. (13.5 x 21.9 cm)
Sheets: 5 1/2 x 8 3/8 in. (14 x 21.3 cm)","Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/12529,"Metropolitan Museum of Art, New York, NY"
12530,The American Wing,1938,"Painting, miniature",Mrs. George M. Gill (Ann McKim Bowly),American,"Saunders, George Lethbridge",,1807,1863,,1841,1841,1841,Sight: 5 x 3 7/8 in. (12.7 x 9.8 cm),"Fletcher Fund, 1938",Paintings,http://www.metmuseum.org/art/collection/search/12530,"Metropolitan Museum of Art, New York, NY"
12532,The American Wing,1951,"Painting, miniature",Portrait of a Gentleman,American,"Saunders, George Lethbridge",,1807,1863,,ca. 1845–1850,1845,1845,5 1/4 x 4 5/16 in. (13.3 x 11 cm),"Gift of E. F. Tyler, 1951",Paintings,http://www.metmuseum.org/art/collection/search/12532,"Metropolitan Museum of Art, New York, NY"
12533,The American Wing,1985,"Painting, miniature",Joseph Griffiths,American,,,,,,1794,1794,1794,2 7/16 x 1 15/16 in. (6.2 x 4.9 cm),"Purchase, Bequest of Antoinette D. T. Throckmorton, by exchange, 1985",Paintings,http://www.metmuseum.org/art/collection/search/12533,"Metropolitan Museum of Art, New York, NY"
12534,The American Wing,1954,Painting,The Third Avenue Railroad Depot,American,"Schenck, William H.",,1809,1909,,ca. 1859–60,1856,1860,36 x 50 in. (91.4 x 127 cm),"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954",Paintings,http://www.metmuseum.org/art/collection/search/12534,"Metropolitan Museum of Art, New York, NY"
12535,The American Wing,1934,Sculpture,Birds,American,"Schimmel, Wilhelm",,1817,1890,,1865–90,1865,1890,7 1/2 x 5 1/2 in. (19.05 x 13.97 cm),"Gift of Mrs. Robert W. de Forest, 1933",Sculpture,http://www.metmuseum.org/art/collection/search/12535,"Metropolitan Museum of Art, New York, NY"
12536,The American Wing,1934,Sculpture,Birds,American,"Schimmel, Wilhelm",,1817,1890,,1865–90,1865,1890,6 1/2 x 7 3/4 in. (16.51 x 19.69 cm),"Gift of Mrs. Robert W. de Forest, 1933",Sculpture,http://www.metmuseum.org/art/collection/search/12536,"Metropolitan Museum of Art, New York, NY"
12537,The American Wing,1934,Sculpture,Rooster,American,"Schimmel, Wilhelm",,1817,1890,,1865–90,1865,1890,5 1/4 in. H. (13.34 cm),"Gift of Mrs. Robert W. de Forest, 1933",Sculpture,http://www.metmuseum.org/art/collection/search/12537,"Metropolitan Museum of Art, New York, NY"
12538,The American Wing,1934,Sculpture,Dog,American,"Schimmel, Wilhelm",,1817,1890,,1865–90,1865,1890,6 3/4 in. H. (17.15 cm),"Gift of Mrs. Robert W. de Forest, 1933",Sculpture,http://www.metmuseum.org/art/collection/search/12538,"Metropolitan Museum of Art, New York, NY"
12539,The American Wing,1934,Eagle,Eagle,American,"Schimmel, Wilhelm|Mountz, Aaron",,1817      |1873      ,1890      |1949      ,|,1865–90,1865,1890,12 x 19 1/4 in. (30.48 x 48.9 cm),"Gift of Mrs. Robert W. de Forest, 1933",Sculpture,http://www.metmuseum.org/art/collection/search/12539,"Metropolitan Museum of Art, New York, NY"
12540,The American Wing,1934,Sculpture,Parrot,American,"Schimmel, Wilhelm",,1817,1890,,1865–90,1865,1890,6 in. H. (15.24 cm),"Gift of Mrs. Robert W. de Forest, 1933",Sculpture,http://www.metmuseum.org/art/collection/search/12540,"Metropolitan Museum of Art, New York, NY"
12541,The American Wing,1909,Painting,"Sand Dunes near Lelant, Cornwall, England",American,"Schofield, Walter Elmer",,1869,1944,,1905,1905,1905,38 x 48 in. (96.5 x 121.9 cm),"George A. Hearn Fund, 1909",Paintings,http://www.metmuseum.org/art/collection/search/12541,"Metropolitan Museum of Art, New York, NY"
12542,The American Wing,1962,Painting,In Hot Pursuit,American,"Schreyvogel, Charles",,1861,1912,,After 1900,1901,1910,"34 1/8 x 24 3/4in. (86.7 x 62.9cm)
Framed: 39 3/8 x 29 15/16 x 2 3/4 in. (100 x 76 x 7 cm)","Anonymous Gift, 1962",Paintings,http://www.metmuseum.org/art/collection/search/12542,"Metropolitan Museum of Art, New York, NY"
12543,The American Wing,1912,Painting,My Bunkie,American,"Schreyvogel, Charles",,1861,1912,,finished 1899,1899,1899,"25 3/16 x 34in. (64 x 86.4cm)
Framed: 33 3/8 x 47 5/8 x 4in. (84.8 x 121 x 10.2cm)","Gift of friends of the artist, by subscription, 1912",Paintings,http://www.metmuseum.org/art/collection/search/12543,"Metropolitan Museum of Art, New York, NY"
12544,The American Wing,1977,Watercolor,Ocean Life,American,"Sommerville, James M.|Schussele, Christian",,1825      |1824      ,1899      |1879      ,|,,1854,1864,19 x 27 7/16 in. (48.3 x 69.7 cm),"Gift of Mr. and Mrs. Erving Wolf, in memory of Diane R. Wolf, 1977",Drawings,http://www.metmuseum.org/art/collection/search/12544,"Metropolitan Museum of Art, New York, NY"
12545,The American Wing,1977,Painting,Portrait of a Lady (possibly Tryntje Otten Veeder),American,"Schuyler, Limner ",,1670,1770,,1720–25,1720,1725,28 x 24 1/2 in. (71.1 x 62.2 cm),"Gift of Mrs. Eddie Thornton Baylis, 1976",Paintings,http://www.metmuseum.org/art/collection/search/12545,"Metropolitan Museum of Art, New York, NY"
12546,The American Wing,1909,Watercolor,Yellow Roses,American,"Scott, Emily Maria Spaford",,1832,1915,Female,,1832,1915,10 1/2 x 13 7/8 in. (26.7 x 35.2 cm),"Gift of friends of Mrs. E. M. Scott, 1909",Drawings,http://www.metmuseum.org/art/collection/search/12546,"Metropolitan Museum of Art, New York, NY"
12547,The American Wing,1906,Sculpture,Frog Fountain,American,"Scudder, Janet",American,1869,1940,Female,1901; cast 1906,1901,1906,37 1/2 x 26 x 19 in. (95.3 x 66 x 48.3 cm),"Rogers Fund, 1906",Sculpture,http://www.metmuseum.org/art/collection/search/12547,"Metropolitan Museum of Art, New York, NY"
12548,The American Wing,1982,Drawing,"At Five Ponds, North Waterford, Maine",American,"Seager, Edward",,1809,1886,,ca. 1845,1845,1845,10 1/8 x 14 3/16 in. (25.7 x 36 cm),"Purchase, Vain and Harry Fish Foundation Inc. Gift, 1982",Drawings,http://www.metmuseum.org/art/collection/search/12548,"Metropolitan Museum of Art, New York, NY"
12549,The American Wing,1889,Drawing,A Refuge from the Storm (Shadow from the Heat),American,"Secor, David Pell",,1824,1909,,,1824,1909,14 x 10 15/16 in. (35.6 x 27.8 cm),"Gift of the artist, 1889",Drawings,http://www.metmuseum.org/art/collection/search/12549,"Metropolitan Museum of Art, New York, NY"
12550,The American Wing,1968,Sculpture,Autumn,American,"Seelig and Company M. J.|Tondeur, Alexander",American,1829,9999      |1905      ,|,ca. 1850,1847,1850,55 1/4 x 21 x 14 in. (140.3 x 53.3 x 35.6 cm),"Purchase, Anonymous Gift, 1968",Sculpture,http://www.metmuseum.org/art/collection/search/12550,"Metropolitan Museum of Art, New York, NY"
12551,The American Wing,1891,Painting,Levi Hale Willard,American,"Sexton, Samuel H.",,1813,1890,,1857,1857,1857,27 x 21 1/2 in. (68.6 x 54.6 cm),"Gift of John Sexton, 1891",Paintings,http://www.metmuseum.org/art/collection/search/12551,"Metropolitan Museum of Art, New York, NY"
12552,The American Wing,1913,Painting,Jungle Tales (Contes de la Jungle),American,"Shannon, James Jebusa",,1862,1923,,1895,1895,1895,34 1/4 x 44 3/4 in. (87 x 113.7 cm),"Arthur Hoppock Hearn Fund, 1913",Paintings,http://www.metmuseum.org/art/collection/search/12552,"Metropolitan Museum of Art, New York, NY"
12553,The American Wing,1978,Watercolor,Woman Reading a Book on a Beach,American,"Shannon, James Jebusa",,1862,1923,,ca. 1891–96,1888,1888,9 3/4 x 13 3/4 in. (24.8 x 34.9 cm),"Gift of Julia Keigwin, 1978",Drawings,http://www.metmuseum.org/art/collection/search/12553,"Metropolitan Museum of Art, New York, NY"
12554,The American Wing,1913,Painting,Magnolia,American,"Shannon, James Jebusa",,1862,1923,,1899,1899,1899,71 5/8 x 39 1/4 in. (181.9 x 99.7 cm),"George A. Hearn Fund, 1913",Paintings,http://www.metmuseum.org/art/collection/search/12554,"Metropolitan Museum of Art, New York, NY"
12555,The American Wing,1967,Watercolor,San Gabriel Bells,American,"Shapleigh, Frank Henry",,1842,1942,,1902,1902,1902,19 7/8 x 13 7/8 in. (50.5 x 35.2 cm),"Bequest of Susan Dwight Bliss, 1966",Drawings,http://www.metmuseum.org/art/collection/search/12555,"Metropolitan Museum of Art, New York, NY"
12556,The American Wing,1967,Watercolor,"Santa Barbara, California",American,"Shapleigh, Frank Henry",,1842,1942,,1902,1902,1902,19 7/8 x 13 7/8 in. (50.5 x 35.2 cm),"Bequest of Susan Dwight Bliss, 1966",Drawings,http://www.metmuseum.org/art/collection/search/12556,"Metropolitan Museum of Art, New York, NY"
12557,The American Wing,1983,Drawing,"Wolf Ear, Sioux",American,"Sharp, Joseph H.",,1859,1953,,ca. 1900,1895,1905,"8 x 10 in. (20.3 x 25.4 cm)
Framed: 16 5/8 × 13 9/16 × 1 7/8 in. (42.2 × 34.4 × 4.8 cm)","Gift of Sewell C. Biggs, 1983",Drawings,http://www.metmuseum.org/art/collection/search/12557,"Metropolitan Museum of Art, New York, NY"
12558,The American Wing,1908,Drawing,Albert Gallatin,American,"Sharples, James",British,1751,1811,,ca. 1796,1793,1796,9 3/8 x 7 3/8 in. (23.8 x 18.7 cm),"Gift of Miss Josephine L. Stevens, 1908",Drawings,http://www.metmuseum.org/art/collection/search/12558,"Metropolitan Museum of Art, New York, NY"
12559,The American Wing,1924,Drawing,Alexander Hamilton,American,"Sharples, James|Sharples, Ellen Wallace",British|British,1751      |1769      ,1811      |1849      ,|Female,ca. 1796,1793,1796,9 3/8 x 7 5/16 in. (23.8 x 18.6 cm),"Bequest of Charles Allen Munn, 1924",Drawings,http://www.metmuseum.org/art/collection/search/12559,"Metropolitan Museum of Art, New York, NY"
12560,The American Wing,1935,Drawing,Dorothea Hart,American,"Sharples, Ellen Wallace|Sharples, James",British|British,1769      |1751      ,1849      |1811      ,Female|,1809,1809,1809,9 x 7 7/8 in. (22.9 x 20 cm),"Fletcher Fund, 1935",Drawings,http://www.metmuseum.org/art/collection/search/12560,"Metropolitan Museum of Art, New York, NY"
12561,The American Wing,1924,Drawing,George Washington,American,"Sharples, James Jr.",,1788,1839,,1796,1796,1796,9 3/8 x 7 3/8 in. (23.8 x 18.7 cm),"Bequest of Charles Allen Munn, 1924",Drawings,http://www.metmuseum.org/art/collection/search/12561,"Metropolitan Museum of Art, New York, NY"
12562,The American Wing,1908,Drawing,"Josiah Ingersoll, Master-Warden of the Port of New York",American,"Sharples, James|Sharples, Ellen Wallace",British|British,1751      |1769      ,1811      |1849      ,|Female,1751–1849,1751,1849,9 3/4 x 7 1/2 in. (24.8 x 19.1 cm),"Gift of Mrs. Caroline E. Lawrence Ingersoll, 1908",Drawings,http://www.metmuseum.org/art/collection/search/12562,"Metropolitan Museum of Art, New York, NY"
12563,The American Wing,1924,Drawing,Mederic-Louis-Elie Moreau de Saint-Mery,American,"Sharples, James",British,1751,1811,,1798,1798,1798,9 7/16 x 7 1/4 in. (24 x 18.4 cm),"Bequest of Charles Allen Munn, 1924",Drawings,http://www.metmuseum.org/art/collection/search/12563,"Metropolitan Museum of Art, New York, NY"
12564,The American Wing,1924,Drawing,Noah Webster,American,"Sharples, James|Sharples, Ellen Wallace",British|British,1751      |1769      ,1811      |1849      ,|Female,1751–1849,1751,1849,9 3/4 x 7 3/16 in. (24.8 x 18.3 cm),"Bequest of Charles Allen Munn, 1924",Drawings,http://www.metmuseum.org/art/collection/search/12564,"Metropolitan Museum of Art, New York, NY"
12565,The American Wing,1965,Drawing,Study of a Fern,American,"Shattuck, Aaron Draper",,1832,1928,,ca. 1856,1853,1856,2 5/8 x 3 3/4 in. (6.7 x 9.5 cm),"Gift of Emma Avery Welcher and Amy Ogden Welcher, 1965",Drawings,http://www.metmuseum.org/art/collection/search/12565,"Metropolitan Museum of Art, New York, NY"
12566,The American Wing,1975,Drawing,Lake George,American,"Shattuck, Aaron Draper",,1832,1928,,1858,1858,1858,11 7/8 x 18 9/16 in. (30.2 x 47.1 cm),"Maria DeWitt Jesup Fund, 1975",Drawings,http://www.metmuseum.org/art/collection/search/12566,"Metropolitan Museum of Art, New York, NY"
12567,The American Wing,1965,Drawing,Study of a Ground Plant in Kauterskill Clove,American,"Shattuck, Aaron Draper",,1832,1928,,1856,1856,1856,3 5/8 x 2 15/16 in. (9.2 x 7.5 cm),"Gift of Emma Avery Welcher and Amy Ogden Welcher, 1965",Drawings,http://www.metmuseum.org/art/collection/search/12567,"Metropolitan Museum of Art, New York, NY"
12568,The American Wing,1976,Drawing,"Yellow and Gray Birches, Near Bethel, Maine",American,"Shattuck, Aaron Draper",,1832,1928,,,1832,1928,18 3/8 x 12 1/2 in. (46.7 x 31.8 cm),"Maria DeWitt Jesup Fund, 1976",Drawings,http://www.metmuseum.org/art/collection/search/12568,"Metropolitan Museum of Art, New York, NY"
12569,The American Wing,1909,Painting,The Deluge towards Its Close,American,"Shaw, Joshua|Allston, Washington","American, born England|American",1776      |1779      ,1861      |1843      ,|,ca. 1813,1810,1816,48 1/4 x 66 in. (122.6 x 167.6 cm),"Gift of William Merritt Chase, 1909",Paintings,http://www.metmuseum.org/art/collection/search/12569,"Metropolitan Museum of Art, New York, NY"
12570,The American Wing,1938,Drawing,View of Cottages,American,"Shilling, Alexander",American,1859,1937,,1913,1913,1913,14 15/16 x 19 7/8 in. (37.9 x 50.5 cm),"Gift of the friends of Alexander Shilling, 1938",Drawings,http://www.metmuseum.org/art/collection/search/12570,"Metropolitan Museum of Art, New York, NY"
12571,The American Wing,1938,Drawing,The Homestead,American,"Shilling, Alexander",American,1859,1937,,1904,1904,1904,19 15/16 x 14 15/16 in. (50.6 x 37.9 cm),"Gift of the friends of Alexander Shilling, 1938",Drawings,http://www.metmuseum.org/art/collection/search/12571,"Metropolitan Museum of Art, New York, NY"
12572,The American Wing,1938,Painting,Midnight,American,"Shilling, Alexander",American,1859,1937,,ca. 1930,1927,1930,18 3/8 x 24 1/2 in. (46.7 x 62.2 cm),"Anonymous Gift, 1938",Paintings,http://www.metmuseum.org/art/collection/search/12572,"Metropolitan Museum of Art, New York, NY"
12573,The American Wing,1938,Drawing,Trees,American,"Shilling, Alexander",American,1859,1937,,1904,1904,1904,19 7/8 x 14 13/16 in. (50.5 x 37.6 cm),"Gift of the friends of Alexander Shilling, 1938",Drawings,http://www.metmuseum.org/art/collection/search/12573,"Metropolitan Museum of Art, New York, NY"
12574,The American Wing,1938,Drawing,View of a Village with a Windmill,American,"Shilling, Alexander",American,1859,1937,,1913,1913,1913,14 15/16 x 19 7/8 in. (37.9 x 50.5 cm),"Gift of the friends of Alexander Shilling, 1938",Drawings,http://www.metmuseum.org/art/collection/search/12574,"Metropolitan Museum of Art, New York, NY"
12575,The American Wing,1938,Drawing,"View of Veere, the Netherlands",American,"Shilling, Alexander",American,1859,1937,,1913,1913,1913,14 15/16 x 19 15/16 in. (37.9 x 50.6 cm),"Gift of the friends of Alexander Shilling, 1938",Drawings,http://www.metmuseum.org/art/collection/search/12575,"Metropolitan Museum of Art, New York, NY"
12576,The American Wing,1967,Drawing,Cliffs,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,12 1/4 x 17 1/2 in. (31.1 x 44.5 cm),"Gift of Arthur M. Herschensohn, 1967",Drawings,http://www.metmuseum.org/art/collection/search/12576,"Metropolitan Museum of Art, New York, NY"
12577,The American Wing,1911,Watercolor,The Country Dance,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,7 1/8 x 12 3/16 in. (18.1 x 31 cm),"Gift of Mrs. Walter Shirlaw, 1911",Drawings,http://www.metmuseum.org/art/collection/search/12577,"Metropolitan Museum of Art, New York, NY"
12578,The American Wing,1953,Painting,In Mischief,American,"Shirlaw, Walter","American, Scottish",1838,1909,,1870 (?),1870,1870,21 x 13 1/2 in. (55.3 x 34.3 cm),"Bequest of Katherine S. Dreier, 1952",Paintings,http://www.metmuseum.org/art/collection/search/12578,"Metropolitan Museum of Art, New York, NY"
12579,The American Wing,1981,Drawing,Nature Study,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,7 13/16 x 11 3/4 in. (19.8 x 29.8 cm),"Gift of Mr. and Mrs. Stuart P. Feld, 1981",Drawings,http://www.metmuseum.org/art/collection/search/12579,"Metropolitan Museum of Art, New York, NY"
12580,The American Wing,1967,Watercolor,Seascape,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,10 1/2 x 18 3/8 in. (26.7 x 46.7 cm),"Gift of Arthur M. Herschensohn, 1967",Drawings,http://www.metmuseum.org/art/collection/search/12580,"Metropolitan Museum of Art, New York, NY"
12581,The American Wing,1911,Drawing,Studies of Bathers,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,7 7/8 x 9 7/8 in. (20 x 25.1 cm),"Gift of Mrs. Walter Shirlaw, 1911",Drawings,http://www.metmuseum.org/art/collection/search/12581,"Metropolitan Museum of Art, New York, NY"
12582,The American Wing,1911,Drawing,Studies of Bathers Disrobing,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,9 7/8 x 7 7/8 in. (25.1 x 20 cm),"Gift of Mrs. Walter Shirlaw, 1911",Drawings,http://www.metmuseum.org/art/collection/search/12582,"Metropolitan Museum of Art, New York, NY"
12583,The American Wing,1911,Drawing,Studies of Sheep,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,11 3/16 x 15 3/8 in. (28.4 x 39.1 cm),"Gift of Mrs. Walter Shirlaw, 1911",Drawings,http://www.metmuseum.org/art/collection/search/12583,"Metropolitan Museum of Art, New York, NY"
12584,The American Wing,1911,Watercolor,Susanna and the Elders,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,7 7/8 x 9 15/16 in. (20 x 25.2 cm),"Gift of Mrs. Walter Shirlaw, 1911",Drawings,http://www.metmuseum.org/art/collection/search/12584,"Metropolitan Museum of Art, New York, NY"
12585,The American Wing,1967,Drawing,Tree and Rocks,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,9 7/8 x 13 3/8 in. (25.1 x 34 cm),"Gift of Arthur M. Herschensohn, 1967",Drawings,http://www.metmuseum.org/art/collection/search/12585,"Metropolitan Museum of Art, New York, NY"
12586,The American Wing,1967,Watercolor,Trees and Stream,American,"Shirlaw, Walter","American, Scottish",1838,1909,,,1838,1909,9 7/8 x 7 3/4 in. (25.1 x 19.7 cm),"Gift of Arthur M. Herschensohn, 1967",Drawings,http://www.metmuseum.org/art/collection/search/12586,"Metropolitan Museum of Art, New York, NY"
12587,The American Wing,1926,Drawing,"Landscape (Shirley, Massachusetts) (from McGuire Scrapbook)",American,,,,,,1857,1857,1857,5 5/16 x 9 1/16 in. (13.5 x 23.1 cm),"Gift of James C. McGuire, 1926",Drawings,http://www.metmuseum.org/art/collection/search/12587,"Metropolitan Museum of Art, New York, NY"
12588,The American Wing,1948,Sculpture,Bull Moose,American,"Shrady, Henry Merwin",American,1871,1922,,1900,1900,1900,19 3/4 x 15 3/8 x 8 1/8 in. (50.2 x 39.1 x 20.6 cm),"Bequest of George D. Pratt, 1935",Sculpture,http://www.metmuseum.org/art/collection/search/12588,"Metropolitan Museum of Art, New York, NY"
12589,The American Wing,1925,Sculpture,Cavalry Charge,American,"Shrady, Henry Merwin",American,1871,1922,,"1902–16, cast 1924",1902,1924,53 1/2 x 102 x 44 in. (135.9 x 259.1 x 111.8 cm),"Gift of Mrs. Helen Fahnestock Campbell, 1925",Sculpture,http://www.metmuseum.org/art/collection/search/12589,"Metropolitan Museum of Art, New York, NY"
12590,The American Wing,1974,Sculpture,George Washington at Valley Forge,American,"Shrady, Henry Merwin",American,1871,1922,,"1905, cast ca. 1906",1905,1906,25 1/2 x 23 1/2 x 9 in. (64.8 x 59.7 x 22.9 cm),"Purchase, Rogers Fund and Charles and Anita Blatt Gift, 1974",Sculpture,http://www.metmuseum.org/art/collection/search/12590,"Metropolitan Museum of Art, New York, NY"
12591,The American Wing,1947,"Painting, miniature",Henry Peters Gray,American,"Shumway, Henry Colton",,1807,1884,,1842,1842,1842,2 1/32 x 1 19/32 in. (5.2 x 4 cm),"Bequest of Florence de Noyon Gray, 1947",Paintings,http://www.metmuseum.org/art/collection/search/12591,"Metropolitan Museum of Art, New York, NY"
12592,The American Wing,1984,"Painting, miniature",Portrait of a Baby,American,"Shumway, Henry Colton",,1807,1884,,1833,1833,1833,Sight: H. 2 1/4 in. x 1 7/8 in.  (5.7 x 4.8 cm),"Gift of  Alvin and Davida Deutsch, in honor of Kathy Luhrs, 1984",Paintings,http://www.metmuseum.org/art/collection/search/12592,"Metropolitan Museum of Art, New York, NY"
12594,The American Wing,1966,Watercolor,"Miss Emeline Parker of Lowell, Massachusetts",American,"Shute, Ruth Whittier|Shute, Samuel",,1803      |1803      ,1882      |1836      ,Female|,1832,1832,1832,23 5/8 x 18 5/8 in. (60 x 47.3 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1966",Drawings,http://www.metmuseum.org/art/collection/search/12594,"Metropolitan Museum of Art, New York, NY"
12595,The American Wing,1897,Sculpture,The Promised Land,American,"Simmons, Franklin",,1839,1913,,1873–74; carved 1874,1873,1874,62 1/2 x 34 x 34 in. (158.8 x 86.4 x 86.4 cm),"Gift of Dr. J. Ackerman Coles, 1897",Sculpture,http://www.metmuseum.org/art/collection/search/12595,"Metropolitan Museum of Art, New York, NY"
12596,The American Wing,1948,Sculpture,Haut École,American,"Simons, Amory Coffin",American,1869,1959,,1910,1910,1910,10 1/2 x 15 1/2 x 3 1/2 in. (26.7 x 39.4 x 8.9 cm),"Gift of the artist, 1948",Sculpture,http://www.metmuseum.org/art/collection/search/12596,"Metropolitan Museum of Art, New York, NY"
12597,The American Wing,1948,Sculpture,Horse Scratching,American,"Simons, Amory Coffin",American,1869,1959,,1910,1910,1910,9 x 8 x 4 3/4 in. (22.9 x 20.3 x 12.1 cm),"Gift of the artist, 1948",Sculpture,http://www.metmuseum.org/art/collection/search/12597,"Metropolitan Museum of Art, New York, NY"
12598,The American Wing,1967,Sculpture,Hebe,American,"Skillin, Simeon",,1757,1806,,1801–6,1801,1806,58 x 19 x 20 1/2 in. (147.3 x 48.3 x 52.1 cm),"Rogers Fund, 1967",Sculpture,http://www.metmuseum.org/art/collection/search/12598,"Metropolitan Museum of Art, New York, NY"
12599,The American Wing,1967,Watercolor,"The Cliffs at Nahant, North Shore, Massachusetts",American,"Smedley, William Thomas",American,1858,1920,,1892,1892,1892,10 1/4 x 13 1/4 in. (26 x 33.7 cm),"Bequest of Susan Dwight Bliss, 1966",Drawings,http://www.metmuseum.org/art/collection/search/12599,"Metropolitan Museum of Art, New York, NY"
12600,The American Wing,1962,Painting,Francis Brinley,American,"Smibert, John","American, Scottish",1688,1751,,1729,1729,1729,50 x 39 1/4 in. (127 x 99.7 cm),"Rogers Fund, 1962",Paintings,http://www.metmuseum.org/art/collection/search/12600,"Metropolitan Museum of Art, New York, NY"
12601,The American Wing,1943,Painting,Hannah Pemberton,American,"Smibert, John","American, Scottish",1688,1751,,1734,1734,1734,30 x 25 in. (76.2 x 63.5 cm),"Rogers Fund, 1943",Paintings,http://www.metmuseum.org/art/collection/search/12601,"Metropolitan Museum of Art, New York, NY"
12602,The American Wing,1962,Painting,Mrs. Francis Brinley and Her Son Francis,American,"Smibert, John","American, Scottish",1688,1751,,1729,1729,1729,50 x 39 1/4 in. (127 x 99.7 cm),"Rogers Fund, 1962",Paintings,http://www.metmuseum.org/art/collection/search/12602,"Metropolitan Museum of Art, New York, NY"
12603,The American Wing,1924,Painting,Nathaniel Byfield,American,"Smibert, John","American, Scottish",1688,1751,,1730,1730,1730,30 x 25 in. (76.2 x 63.5 cm),"Bequest of Charles Allen Munn, 1924",Paintings,http://www.metmuseum.org/art/collection/search/12603,"Metropolitan Museum of Art, New York, NY"
12604,The American Wing,1970,Watercolor,Ausable River,American,"Smillie, George Henry",American,1840,1920,,1870,1870,1870,12 5/8 x 14 5/8 in. (32.1 x 37.1 cm),"Rogers Fund, 1970",Drawings,http://www.metmuseum.org/art/collection/search/12604,"Metropolitan Museum of Art, New York, NY"
12605,The American Wing,1920,Painting,East Hampton Meadows,American,"Smillie, George Henry",American,1840,1920,,1883,1883,1883,15 x 23 3/4 in. (38.1 x 60.3 cm),"Gift of James B. Ford, 1920",Paintings,http://www.metmuseum.org/art/collection/search/12605,"Metropolitan Museum of Art, New York, NY"
12606,The American Wing,1970,Watercolor,"Tremezzo, Lake Como",American,"Smillie, George Henry",American,1840,1920,,1898,1898,1898,14 x 20 in. (35.6 x 50.8 cm),"Rogers Fund, 1970",Drawings,http://www.metmuseum.org/art/collection/search/12606,"Metropolitan Museum of Art, New York, NY"
