Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Object Date,Object Begin Date,Object End Date,Dimensions,Credit Line,Classification,Link Resource,Repository
107,The American Wing,1984,Andiron,Andiron,American,,,,,,ca. 1800,1797,1800,H. 22 1/2 in. (57.2 cm); Diam. 29 in. (73.7 cm),"Friends of the American Wing Fund, 1984",Metal,http://www.metmuseum.org/art/collection/search/107,"Metropolitan Museum of Art, New York, NY"
108,The American Wing,1989,Andiron,Andiron,American,"Bailey, John",American,1736,1815,,1792–1814,1792,1814,16 1/8 x 10 x 14 7/8 in. (41 x 25.4 x 37.8 cm),"Purchase, Mr. and Mrs. George M. Kaufman Gift, 1989",Metal,http://www.metmuseum.org/art/collection/search/108,"Metropolitan Museum of Art, New York, NY"
109,The American Wing,1989,Andiron,Andiron,American,"Bailey, John",American,1736,1815,,1792–1814,1792,1814,16 1/8 x 10 x 14 7/8 in. (41 x 25.4 x 37.8 cm),"Purchase, Mr. and Mrs. George M. Kaufman Gift, 1989",Metal,http://www.metmuseum.org/art/collection/search/109,"Metropolitan Museum of Art, New York, NY"
110,The American Wing,1941,Andiron,Andiron,American,"Davis, James",,1803,1828,,1803–28,1803,1828,18 1/2 x 17 in. (47 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/110,"Metropolitan Museum of Art, New York, NY"
111,The American Wing,1941,Andiron,Andiron,American,"Davis, James",,1803,1828,,1803–28,1803,1828,18 1/2 x 17 in. (47 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/111,"Metropolitan Museum of Art, New York, NY"
112,The American Wing,1985,Andiron,Andiron,American,"Molineux, John",,1797,1820,,ca. 1810,1807,1810,H. 17 in. (43.2 cm),"Gift of The Wunsch Americana Foundation, Inc., 1985",Metal,http://www.metmuseum.org/art/collection/search/112,"Metropolitan Museum of Art, New York, NY"
113,The American Wing,1985,Andiron,Andiron,American,"Molineux, John",,1797,1820,,ca. 1810,1807,1810,H. 17 in. (43.2 cm),"Gift of The Wunsch Americana Foundation, Inc., 1985",Metal,http://www.metmuseum.org/art/collection/search/113,"Metropolitan Museum of Art, New York, NY"
114,The American Wing,1930,Andiron,Andiron,American,Revere and Son,,1787,,,1787–1810,1787,1810,24 1/2 in. × 13 in. × 20 3/8 in. (62.2 × 33 × 51.8 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Metal,http://www.metmuseum.org/art/collection/search/114,"Metropolitan Museum of Art, New York, NY"
115,The American Wing,1930,Andiron,Andiron,American,Revere and Son,,1787,,,1787–1810,1787,1810,24 1/2 in. × 13 in. × 20 3/8 in. (62.2 × 33 × 51.8 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Metal,http://www.metmuseum.org/art/collection/search/115,"Metropolitan Museum of Art, New York, NY"
116,The American Wing,1952,Andiron,Andiron,American,"Revere, Paul, Jr.",American,1734,1818,,ca. 1790,1787,1790,H. 21 1/8 in. (53.7 cm),"Bequest of Mrs. J. Insley Blair, 1951",Metal,http://www.metmuseum.org/art/collection/search/116,"Metropolitan Museum of Art, New York, NY"
117,The American Wing,1952,Andiron,Andiron,American,"Revere, Paul, Jr.",American,1734,1818,,ca. 1790,1787,1790,H. 21 1/8 in. (53.7 cm),"Bequest of Mrs. J. Insley Blair, 1951",Metal,http://www.metmuseum.org/art/collection/search/117,"Metropolitan Museum of Art, New York, NY"
118,The American Wing,1971,Andiron,Andiron,American,"Revere, Paul, Jr.",American,1734,1818,,ca. 1780,1777,1780,31 1/2 x 14 x 23 1/2 in. (80 x 35.6 x 59.7 cm),"Bequest of Flora E. Whiting, 1971",Metal,http://www.metmuseum.org/art/collection/search/118,"Metropolitan Museum of Art, New York, NY"
119,The American Wing,1971,Andiron,Andiron,American,"Revere, Paul, Jr.",American,1734,1818,,ca. 1780,1777,1780,31 1/2 x 14 x 23 1/2 in. (80 x 35.6 x 59.7 cm),"Bequest of Flora E. Whiting, 1971",Metal,http://www.metmuseum.org/art/collection/search/119,"Metropolitan Museum of Art, New York, NY"
120,The American Wing,1968,Andiron,Andiron,American,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,|,1894,1894,1894,25 x 15 x 35 in. (63.5 x 38.1 x 88.9 cm),"Gift of Mrs. D. Chester Noyes, 1968",Metal,http://www.metmuseum.org/art/collection/search/120,"Metropolitan Museum of Art, New York, NY"
121,The American Wing,1968,Andiron,Andiron,American,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,|,1894,1894,1894,25 x 15 x 35 in. (63.5 x 38.1 x 88.9 cm),"Gift of Mrs. D. Chester Noyes, 1968",Metal,http://www.metmuseum.org/art/collection/search/121,"Metropolitan Museum of Art, New York, NY"
122,The American Wing,1964,Andiron,Andiron,American,"Wittingham, Richard",,1794,1818,,ca. 1800,1797,1800,22 5/8 x 10 3/4 x 20 1/2 in. (57.5 x 27.3 x 52.1 cm),"Gift of Gertrude Moira Flanagan, 1964",Metal,http://www.metmuseum.org/art/collection/search/122,"Metropolitan Museum of Art, New York, NY"
123,The American Wing,1964,Andiron,Andiron,American,"Wittingham, Richard",,1794,1818,,ca. 1800,1797,1800,22 5/8 x 10 3/4 x 20 1/2 in. (57.5 x 27.3 x 52.1 cm),"Gift of Gertrude Moira Flanagan, 1964",Metal,http://www.metmuseum.org/art/collection/search/123,"Metropolitan Museum of Art, New York, NY"
124,The American Wing,1938,Apothecary jar,Apothecary Jar,Dutch,,,,,,1730–40,1730,1740,H. 3 5/8 in. (9.2 cm); Diam. 2 7/8 in. (7.3 cm),"Harris Brisbane Dick Fund, 1938",Ceramics,http://www.metmuseum.org/art/collection/search/124,"Metropolitan Museum of Art, New York, NY"
125,The American Wing,1938,Apothecary jar,Apothecary Jar,Dutch,,,,,,1730–40,1730,1740,H. 3 5/8 in. (9.2 cm); Diam. 2 7/8 in. (7.3 cm),"Harris Brisbane Dick Fund, 1938",Ceramics,http://www.metmuseum.org/art/collection/search/125,"Metropolitan Museum of Art, New York, NY"
126,The American Wing,1946,Figure,Figure of an Apple,British (American market),,,,,,1800–1830,1800,1830,H. 2 3/4 in. (7 cm); Diam. 3 3/8 in. (8.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Ceramics,http://www.metmuseum.org/art/collection/search/126,"Metropolitan Museum of Art, New York, NY"
127,The American Wing,1946,Figure,Figure of an Apple,British (American market),,,,,,1800–1830,1800,1830,H. 2 3/4 in. (7 cm); Diam. 3 3/8 in. (8.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Ceramics,http://www.metmuseum.org/art/collection/search/127,"Metropolitan Museum of Art, New York, NY"
128,The American Wing,1946,Figure,Figure of an Apple,British (American market),,,,,,1800–1830,1800,1830,H. 2 3/4 in. (7 cm); Diam. 3 3/8 in. (8.6 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Ceramics,http://www.metmuseum.org/art/collection/search/128,"Metropolitan Museum of Art, New York, NY"
129,The American Wing,1968,Statuette,Statuette: Arab Waiter and Tray,,,,,,,1868–70,1868,1870,H. 43 in. (109.2 cm),"Gift of Josephine M. Fiala, 1968",Metal,http://www.metmuseum.org/art/collection/search/129,"Metropolitan Museum of Art, New York, NY"
130,The American Wing,1919,Frame,Frame,American,"White, Stanford",American,1853,1906,,1870–1900,1870,1900,83 x 58 1/2 in. (210.8 x 148.6 cm),"Gift of Edward D. Adams, 1919",Frames,http://www.metmuseum.org/art/collection/search/130,"Metropolitan Museum of Art, New York, NY"
131,The American Wing,1968,Architectural elements,Architectural Elements,American,"Truesdale, Augustus",,,9999,,1868–70,1868,1870,Dimensions unavailable,"Gift of Josephine M. Fiala, 1968",Architecture,http://www.metmuseum.org/art/collection/search/131,"Metropolitan Museum of Art, New York, NY"
132,The American Wing,,Architectural elements,"Architectural elements from Halsted House, Rye, New York",American,,,,,,ca. 1825,1822,1825,Dimensions unavailable,"Gift of Henry U. and Emma B. Halsted, 1968",Architecture,http://www.metmuseum.org/art/collection/search/132,"Metropolitan Museum of Art, New York, NY"
133,The American Wing,1978,Loggia elements,"Architectural Elements from Laurelton Hall, Oyster Bay, New York",American,"Tiffany, Louis Comfort",American,1848,1933,,ca. 1905,1902,1908,21 x 23 ft. (640.1 x 701 cm),"Gift of Jeannette Genius McKean and Hugh Ferguson McKean, in memory of Charles Hosmer Morse, 1978",Architecture,http://www.metmuseum.org/art/collection/search/133,"Metropolitan Museum of Art, New York, NY"
134,The American Wing,1972,Bedroom,"Architectural elements from North Family Dwelling, New Lebanon, New York","American, Shaker",,,,,,ca. 1830–40,1827,1840,Dimensions unavailable,"Purchase, Emily Crane Chadbourne Bequest, 1972",Architecture,http://www.metmuseum.org/art/collection/search/134,"Metropolitan Museum of Art, New York, NY"
137,The American Wing,1924,Argand lamp,Argand lamp,British,,,,,,1800–1815,1800,1815,H. 17 1/2 in. (44.5 cm),"Bequest of Miss Emilie Ogden, 1924",Ceramics,http://www.metmuseum.org/art/collection/search/137,"Metropolitan Museum of Art, New York, NY"
138,The American Wing,1924,Argand lamp,Argand Lamp,British,,,,,,1800–1815,1800,1815,H. 17 1/2 in. (44.5 cm),"Bequest of Miss Emilie Ogden, 1924",Ceramics,http://www.metmuseum.org/art/collection/search/138,"Metropolitan Museum of Art, New York, NY"
139,The American Wing,1967,Argand lamp,Argand Lamp,,Messenger Company ,,,9999,,1835–40,1835,1840,17 7/8 x 17 x 7 7/8 in. (45.4 x 43.2 x 20 cm),"Gift of John C. Cattus, 1967",Metal,http://www.metmuseum.org/art/collection/search/139,"Metropolitan Museum of Art, New York, NY"
140,The American Wing,1983,Argand lamp,Argand Lamp,,Messenger Company ,,,9999,,1835–40,1835,1840,H. 17 1/2 in. (44.5 cm),"Gift of The Wunsch Americana Foundation, Inc., 1983",Metal,http://www.metmuseum.org/art/collection/search/140,"Metropolitan Museum of Art, New York, NY"
141,The American Wing,,Lamp shade,Lamp Shade,,,,,,,1800–1900,1800,1900,Dimensions unavailable,"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",Metal,http://www.metmuseum.org/art/collection/search/141,"Metropolitan Museum of Art, New York, NY"
142,The American Wing,,Lamp shade,Lamp Shade,,,,,,,1800–1900,1800,1900,Dimensions unavailable,"Purchase, The Edgar J. Kaufmann Foundation Gift, 1969",Metal,http://www.metmuseum.org/art/collection/search/142,"Metropolitan Museum of Art, New York, NY"
143,The American Wing,1910,Armchair,Three-legged Armchair,British,,,,,,ca. 1650,1647,1650,34 x 23 1/2 x 19 in. (86.4 x 59.7 x 48.3 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/143,"Metropolitan Museum of Art, New York, NY"
145,The American Wing,1910,Armchair,Turned Armchair,American,,,,,,1650–1700,1650,1700,40 x 25 x 17 1/2 in. (101.6 x 63.5 x 44.5 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/145,"Metropolitan Museum of Art, New York, NY"
146,The American Wing,1910,Armchair,Turned Armchair,American,,,,,,1650–1700,1650,1700,44 x 24 x 15 in. (111.8 x 61 x 38.1 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/146,"Metropolitan Museum of Art, New York, NY"
147,The American Wing,1910,Banister-back armchair,Banister-back armchair,American,,,,,,1720–40,1720,1740,44 1/2 x 23 x 22 1/2 in. (113 x 58.4 x 57.2 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/147,"Metropolitan Museum of Art, New York, NY"
148,The American Wing,1910,Armchair,Armchair,American,,,,,,1700–1730,1700,1730,48 x 29 1/2 x 16 7/8 in. (121.9 x 74.9 x 42.9 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/148,"Metropolitan Museum of Art, New York, NY"
150,The American Wing,1950,Drawing,Heads and Feet of Two Javanese Dancers (from Sketchbook of Javanese Dancers),American,"Sargent, John Singer",American,1856,1925,,1889,1889,1889,5 1/2 x 8 1/2 in. (14 x 21.6 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/150,"Metropolitan Museum of Art, New York, NY"
151,The American Wing,1910,Slat-back armchair,Slat-back armchair,American,,,,,,1650–90,1650,1690,42 x 24 x 15 1/8 in. (106.7 x 61 x 38.4 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/151,"Metropolitan Museum of Art, New York, NY"
154,The American Wing,1910,Armchair,Armchair,American,,,,,,1710–50,1710,1750,47 x 26 x 24 in. (119.4 x 66 x 61 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/154,"Metropolitan Museum of Art, New York, NY"
165,The American Wing,1910,Armchair,Armchair,American,,,,,,1775–1800,1775,1800,46 x 22 x 21 in. (116.8 x 55.9 x 53.3 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/165,"Metropolitan Museum of Art, New York, NY"
166,The American Wing,1910,Armchair,Armchair,American,,,,,,1750–1800,1750,1800,43 x 25 x 15 in. (109.2 x 63.5 x 38.1 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/166,"Metropolitan Museum of Art, New York, NY"
170,The American Wing,1910,Armchair,Armchair,American,,,,,,1750–75,1750,1775,38 1/4 x 25 1/2 x 15 in. (97.2 x 64.8 x 38.1 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/170,"Metropolitan Museum of Art, New York, NY"
171,The American Wing,1910,Armchair,Cane armchair,British,,,,,,1690–1710,1690,1710,50 1/4 x 23 1/2 x 17 in. (127.6 x 59.7 x 43.2 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/171,"Metropolitan Museum of Art, New York, NY"
172,The American Wing,1910,Armchair,Armchair,American,,,,,,1675–1700,1675,1700,46 x 23 1/2 x 17 in. (116.8 x 59.7 x 43.2 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/172,"Metropolitan Museum of Art, New York, NY"
173,The American Wing,1910,Armchair,Armchair,American,,,,,,1650–1700,1650,1700,45 1/2 x 22 3/4 x 22 in. (115.6 x 57.8 x 55.9 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/173,"Metropolitan Museum of Art, New York, NY"
174,The American Wing,1910,Spindle-back armchair,Spindle-back armchair,American,,,,,,1660–1700,1660,1700,46 1/4 x 24 7/8 x 17 5/8 in. (117.5 x 63.2 x 44.8 cm),"Gift of Mrs. Russell Sage, 1909",Furniture,http://www.metmuseum.org/art/collection/search/174,"Metropolitan Museum of Art, New York, NY"
176,The American Wing,1918,Armchair,Armchair,American,,,,,,1785–95,1785,1795,39 x 23 x 18 1/2 in. (99.1 x 58.4 x 47 cm),"John Stewart Kennedy Fund, 1918",Furniture,http://www.metmuseum.org/art/collection/search/176,"Metropolitan Museum of Art, New York, NY"
177,The American Wing,1918,Armchair,Armchair,American,,,,,,1760–90,1760,1790,39 1/4 x 24 3/4 x 23 in. (99.7 x 62.9 x 58.4 cm),"John Stewart Kennedy Fund, 1918",Furniture,http://www.metmuseum.org/art/collection/search/177,"Metropolitan Museum of Art, New York, NY"
179,The American Wing,1923,Armchair,Leather armchair,American,,,,,,1725–45,1725,1745,48 3/4 x 24 1/2 x 17 in. (123.8 x 62.2 x 43.2 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",Furniture,http://www.metmuseum.org/art/collection/search/179,"Metropolitan Museum of Art, New York, NY"
180,The American Wing,1923,Armchair,Armchair,American,,,,,,1800–1815,1800,1815,32 1/2 x 21 3/8 x 22 13/16 in. (82.6 x 54.3 x 57.9 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",Furniture,http://www.metmuseum.org/art/collection/search/180,"Metropolitan Museum of Art, New York, NY"
182,The American Wing,1925,Armchair,Armchair,American,,,,,,ca. 1755,1752,1755,44 x 33 1/4 x 21 1/2 in. (111.8 x 84.5 x 54.6 cm),"Rogers Fund, 1925",Furniture,http://www.metmuseum.org/art/collection/search/182,"Metropolitan Museum of Art, New York, NY"
183,The American Wing,1925,Armchair,Armchair,American,,,,,,1750–65,1750,1765,42 1/2 x 32 1/2 x 21 in. (108 x 82.6 x 53.3 cm),"Rogers Fund, 1925",Furniture,http://www.metmuseum.org/art/collection/search/183,"Metropolitan Museum of Art, New York, NY"
184,The American Wing,1925,Armchair,Armchair,American,,,,,,1740–60,1740,1760,41 x 31 1/2 x 21 1/4 in. (104.1 x 80 x 54 cm),"Rogers Fund, 1925",Furniture,http://www.metmuseum.org/art/collection/search/184,"Metropolitan Museum of Art, New York, NY"
185,The American Wing,1926,Armchair,Armchair,American,,,,,,1815–20,1815,1820,32 1/4 x 18 1/2 x 21 1/2 in. (81.9 x 47 x 54.6 cm),"Rogers Fund, 1926",Furniture,http://www.metmuseum.org/art/collection/search/185,"Metropolitan Museum of Art, New York, NY"
186,The American Wing,1930,Armchair,Armchair,American,,,,,,1735–60,1735,1760,41 7/8 x 26 3/4 x 16 in. (106.4 x 67.9 x 40.6 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Furniture,http://www.metmuseum.org/art/collection/search/186,"Metropolitan Museum of Art, New York, NY"
187,The American Wing,1930,Armchair,Armchair,American,,,,,,1700–1725,1700,1725,50 1/2 x 25 x 15 3/4 in. (128.3 x 63.5 x 40 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Furniture,http://www.metmuseum.org/art/collection/search/187,"Metropolitan Museum of Art, New York, NY"
188,The American Wing,1931,Armchair,Armchair,American,,,,,,1790–1800,1790,1800,37 3/8 x 22 x 17 in. (94.9 x 55.9 x 43.2 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1931",Furniture,http://www.metmuseum.org/art/collection/search/188,"Metropolitan Museum of Art, New York, NY"
189,The American Wing,1931,Armchair,Armchair,American,,,,,,1795–1800,1795,1800,38 3/4 x 21 1/2 x 18 in. (98.4 x 54.6 x 45.7 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1931",Furniture,http://www.metmuseum.org/art/collection/search/189,"Metropolitan Museum of Art, New York, NY"
190,The American Wing,1932,Armchair,Armchair,American,,,,,,1755–75,1755,1775,39 1/8 x 20 7/8 x 22 in. (99.4 x 53 x 55.9 cm),"Rogers Fund, 1932",Furniture,http://www.metmuseum.org/art/collection/search/190,"Metropolitan Museum of Art, New York, NY"
191,The American Wing,1934,Armchair,Armchair,American,,,,,,1750–80,1750,1780,43 x 24 x 19 1/2 in. (109.2 x 61 x 49.5 cm),"Gift of Mrs. Robert W. de Forest, 1933",Furniture,http://www.metmuseum.org/art/collection/search/191,"Metropolitan Museum of Art, New York, NY"
192,The American Wing,1939,Armchair,Armchair,American,,,,,,1755–90,1755,1790,42 1/8 x 27 x 28 in. (107 x 68.6 x 71.1 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Furniture,http://www.metmuseum.org/art/collection/search/192,"Metropolitan Museum of Art, New York, NY"
193,The American Wing,1941,Armchair,Turned armchair,American,,,,,,1665–90,1665,1690,39 1/2 x 24 x 17 in. (100.3 x 61 x 43.2 cm),"Rogers Fund, 1941",Furniture,http://www.metmuseum.org/art/collection/search/193,"Metropolitan Museum of Art, New York, NY"
194,The American Wing,1950,Drawing,"Hunting Birds, after Egyptian Relief Sculpture (from Scrapbook)",American,"Sargent, John Singer",American,1856,1925,,ca. 1878,1875,1878,5 1/4 x 4 3/4 in. (13.3 x 12.1 cm),"Gift of Mrs. Francis Ormond, 1950",Drawings,http://www.metmuseum.org/art/collection/search/194,"Metropolitan Museum of Art, New York, NY"
195,The American Wing,1947,Armchair,Armchair,American,,,,,,1725–90,1725,1790,28 x 27 x 17 in. (71.1 x 68.6 x 43.2 cm),"Gift of Mrs. J. Insley Blair, 1947",Furniture,http://www.metmuseum.org/art/collection/search/195,"Metropolitan Museum of Art, New York, NY"
198,The American Wing,1948,Armchair,Armchair,French,,,,,,1800–1830,1800,1830,36 x 22 1/2 x 19 1/4 in. (91.4 x 57.2 x 48.9 cm),"Bequest of Adeline R. Brown, 1947",Furniture,http://www.metmuseum.org/art/collection/search/198,"Metropolitan Museum of Art, New York, NY"
199,The American Wing,1948,Armchair,Armchair,American,,,,,,1700–1800,1700,1800,35 1/8 x 24 3/8 x 14 1/4 in. (89.2 x 61.9 x 36.2 cm),"Bequest of Adeline R. Brown, 1947",Furniture,http://www.metmuseum.org/art/collection/search/199,"Metropolitan Museum of Art, New York, NY"
200,The American Wing,1951,Armchair,Spindle-back armchair,American,,,,,,1640–80,1640,1680,44 3/4 x 23 1/2 x 15 3/4 in. (113.7 x 59.7 x 40 cm),"Gift of Mrs. J. Insley Blair, 1951",Furniture,http://www.metmuseum.org/art/collection/search/200,"Metropolitan Museum of Art, New York, NY"
