last_name,first_name,birth,death,function,languages,raw_entry,author_id
Skidmore,Thornton D.,1884,1956,illustrator,en,"Skidmore, Thornton D., 1884-1956 [Illustrator]",20984
Clarke,William Wallace,,,illustrator,en,"Clarke, William Wallace [Illustrator]",20985
Deharme,Ernest,1837,,author,fr,"Deharme, E. (Ernest), 1837-",20986
Jahandier,A.,,,illustrator,fr,"Jahandier, A. [Illustrator]",20987
Marie,Adrien-Emmanuel,1848,1891,illustrator,fr,"Marie, Adrien-Emmanuel, 1848-1891 [Illustrator]",20988
Sullivan,"Edward, Sir",1852,1928,author,en,"Sullivan, Edward, Sir, 1852-1928",20989
Brassey,"Thomas Brassey, Earl",1836,1918,author,en,"Brassey, Thomas Brassey, Earl, 1836-1918",20990
Pritchett,Robert Taylor,1828,1907,author,en,"Pritchett, R. T. (Robert Taylor), 1828-1907",20991
Seth-Smith,C. E.,,,author,en,"Seth-Smith, C. E.",20992
Watson. G. L. (George Lennox),,1851,1904,author,en,"Watson. G. L. (George Lennox), 1851-1904",20993
Blake,G. L.,,,author,en,"Blake, G. L.",20994
McFerran,James,,,author,en,"McFerran, James",20995
Middleton,T. B.,,,author,en,"Middleton, T. B.",20996
Coleridge,Herbert,1830,1861,author,en,"Coleridge, Herbert, 1830-1861",20997
McManus,Blanche,1869,1935,author,en,"McManus, Blanche, 1869-1935",20998
Ostrander,Stephen M.,,,author,en,"Ostrander, Stephen M.",20999
Black,Alexander,1859,1940,editor,en,"Black, Alexander, 1859-1940 [Editor]",21000
Platts,John,1775,1837,author,en,"Platts, John, 1775-1837",21001
Segalen,Victor,1878,1919,author,fr,"Segalen, Victor, 1878-1919",21002
Jenkins,Elinor,,,author,en,"Jenkins, Elinor",21003
Rogers,Robert Wells,1873,,author,en,"Rogers, Robert W. (Robert Wells), 1873-",21004
Gill,Henry Joseph,1836,1903,translator,en,"Gill, Henry Joseph, 1836-1903 [Translator]",21005
Rebière,Alphonse,1842,1901,compiler,fr,"Rebière, A. (Alphonse), 1842-1901 [Compiler]",21006
Andrews,Silas Milton,1805,1881,author,en,"Andrews, Silas M. (Silas Milton), 1805-1881",21007
Pike,James,1834,1867,author,en,"Pike, James, 1834-1867",21008
Edwards,William Seymour,1856,1915,author,en,"Edwards, William Seymour, 1856-1915",21009
Phillimore,Lucy,,,author,en,"Phillimore, Lucy",21010
Ali,Mohammed,,,author,en,"Ali, Mohammed",21011
Case,Carleton Britton,1857,1936,editor,en,"Case, Carleton B. (Carleton Britton), 1857-1936 [Editor]",21012
Flynn,William James,1867,1928,author,en,"Flynn, William J. (William James), 1867-1928",21013
North,Grace May,1876,1960,author,en,"North, Grace May, 1876-1960",21014
LeMaitre,W.,,,author,en,"LeMaitre, W.",21015
Kriza,János,1811,1875,author,hu,"Kriza, János, 1811-1875",21016
Orbán,Balázs,1830,1890,author,hu,"Orbán, Balázs, 1830-1890",21017
Sebesi,Jób,1860,1894,author,hu,"Sebesi, Jób, 1860-1894",21018
Johnson,Morris,,,commentator,en,"Johnson, Morris [Commentator]",21019
Ruud,Martin Bronn,1885,1941,translator,en,"Ruud, Martin B. (Martin Bronn), 1885-1941 [Translator]",21020
Westergaard,Waldemar,1882,1963,translator,en,"Westergaard, Waldemar, 1882-1963 [Translator]",21021
Sandham,Elizabeth,,,author,en,"Sandham, Elizabeth",21022
Semple,"Elizabeth, active",1804,1816,author,en,"Semple, Elizabeth, active 1804-1816",21023
