Text#,Title,Authors,Subjects,Bookshelves
33243,Frying Pan Farm,"Pryor, Elizabeth Brown","Agriculture -- Virginia -- Fairfax County -- History; Family farms -- Virginia -- Fairfax County -- History; Frying Pan Park, Virginia -- Frying Pan Farm",Browsing: History - American
33244,Maximina,"Palacio Valdés, Armando, 1853-1938; Dole, Nathan Haskell, 1852-1935 [Translator]",Young women -- Fiction; Married women -- Fiction; Madrid (Spain) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33246,Civic League Cook Book,"Civic League (Williston, North Dakota)","Cooking, American",Cookbooks and Cooking; Browsing: Cooking & Drinking; Browsing: Culture/Civilization/Society
33247,The Spirit-Filled Life,"MacNeil, John; Murray, Andrew, 1828-1917 [Author of introduction, etc.]",Christian life; Salvation,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
33248,"Milton's Tercentenary
An address delivered before the Modern Language Club of Yale University on Milton's Three Hundredth Birthday.","Beers, Henry A. (Henry Augustin), 1847-1926","Milton, John, 1608-1674 -- Criticism and interpretation; Milton, John, 1608-1674 -- Anniversaries, etc.",Browsing: History - General; Browsing: Literature
33249,Romanesque Art in Southern Manche: Album,"Lebert, Marie",France -- Description and travel; Churches -- France -- Manche,Browsing: Art & Photography; Browsing: History - General; Browsing: Travel & Geography
33251,Hempfield: A Novel,"Grayson, David, 1870-1946; Fogarty, Thomas, 1873-1938 [Illustrator]",City and town life -- Fiction; Newspapers -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33252,"Tuscan Sculpture of the Fifteenth Century
A Collection of Sixteen Pictures Reproducing Works by Donatello, the Della Robia, Mino da Fiesole, and Others, with Introduction","Hurll, Estelle M. (Estelle May), 1863-1924","Sculpture, Italian",Browsing: Art & Photography
33253,Gala-Day Luncheons: A Little Book of Suggestions,"Benton, Caroline French, -1923","Cooking, American; Luncheons",Browsing: Cooking & Drinking; Browsing: Culture/Civilization/Society
33255,"Within Prison Walls
being a narrative during a week of voluntary confinement in the state prison at Auburn, New York","Osborne, Thomas Mott, 1859-1926",Auburn Prison; Prisoners -- New York (State); Prisons -- New York (State),Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Sociology
33257,Under the Mendips: A Tale,"Marshall, Emma, 1830-1899",Country life -- England -- Fiction; Families -- Fiction; Wells (England) -- Fiction; Riots -- England -- Bristol -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33259,The Day of His Youth,"Brown, Alice, 1857-1948",Fathers and sons -- Fiction; Young men -- Fiction; Man-woman relationships -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33260,"Custom and Myth
New Edition","Lang, Andrew, 1844-1912",Religion; Folklore; Mythology; Manners and customs,Browsing: Culture/Civilization/Society; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33261,Bindle: Some Chapters in the Life of Joseph Bindle,"Jenkins, Herbert George, 1876-1923","Humorous stories; Married people -- England -- Fiction; Working class -- England -- Fiction; Bindle, Joseph (Fictitious character) -- Fiction",Humor; Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
33262,"The Atlantic Monthly, Volume 17, No. 99, January, 1866
A Magazine of Literature, Science, Art, and Politics",Various,American periodicals,The Atlantic Monthly; Browsing: History - American; Browsing: Journalism/Media/Writing; Browsing: Literature
33263,The Third Class at Miss Kaye's: A School Story,"Brazil, Angela, 1869-1947; Dixon, Arthur A. (Arthur Augustus), 1872-1959 [Illustrator]",Schools -- Juvenile fiction; Bildungsromans; Friendship -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Teaching & Education; Browsing: Fiction
33264,Living Up to Billy,"Cooper, Elizabeth, 1877-1945",New York (N.Y.) -- Fiction; Epistolary fiction; Children of prisoners -- Fiction; Aunts -- Fiction; Nephews -- Fiction; Dancers -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33265,"Woman's Club Work and Programs; Or, First Aid to Club Women","Benton, Caroline French, -1923 [Adapter]",Women -- Societies and clubs,Browsing: Culture/Civilization/Society; Browsing: Sociology
33268,Maria Edgeworth,"Zimmern, Helen, 1846-1934","Edgeworth, Maria, 1768-1849; Novelists, Irish -- 19th century -- Biography",Browsing: Biographies; Browsing: Literature
33269,"Travels in Tartary, Thibet, and China During the years 1844-5-6. Volume 2","Huc, Evariste Régis, 1813-1860; Hazlitt, William, 1811-1893 [Translator]","China -- Description and travel; Tibet Autonomous Region (China) -- Description and travel; Asia, Central -- Description and travel",Browsing: History - General; Browsing: Travel & Geography
33270,Just Gerry,"Chaundler, Christine, 1887-1972",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Cousins -- Juvenile fiction; Students -- Juvenile fiction; Schools -- England -- Juvenile fiction; Dormitories -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33271,The Riddle of the Night,"Hanshew, Thomas W., 1857-1914","Detective and mystery stories; Murder -- Fiction; Cleek, Hamilton (Fictitious character) -- Fiction",Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
33272,"Green Spring Farm, Fairfax County, Virginia","Netherton, Ross De Witt, 1918-2010; Netherton, Nan",Green Spring Farm (Va.),Browsing: History - American; Browsing: Travel & Geography
33273,Lives of Celebrated Women,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",Women -- Biography,Browsing: Biographies
33274,"The Abbatial Crosier; or, Bonaik and Septimine. A Tale of a Medieval Abbess","Sue, Eugène, 1804-1857; De Leon, Daniel, 1852-1914 [Translator]",France -- History -- To 987 -- Fiction,Browsing: History - Medieval/The Middle Ages; Browsing: Literature; Browsing: Fiction
33277,John Dene of Toronto: A Comedy of Whitehall,"Jenkins, Herbert George, 1876-1923","Missing persons -- Fiction; Inventors -- Fiction; Secret service -- Fiction; Whitehall (London, England) -- Fiction",Browsing: Literature; Browsing: Fiction
33278,The Black Watch: A Record in Action,"Cassells, Joe, 1887-1945","World War, 1914-1918 -- Personal narratives, English; Great Britain. Army. Black Watch (Royal Highlanders)",World War I; Browsing: History - General; Browsing: History - Warfare
33279,The Riddle of the Spinning Wheel,"Hanshew, Mary E.; Hanshew, Thomas W., 1857-1914","Detective and mystery stories; Cleek, Hamilton (Fictitious character) -- Fiction",Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
33280,"Civil War Experiences
under Bayard, Gregg, Kilpatrick, Custer, Raulston, and Newberry, 1862, 1863, 1864","Meyer, Henry C. (Henry Coddington), 1844-1935","United States -- History -- Civil War, 1861-1865 -- Personal narratives; United States. Army. New York Cavalry Regiment, 2nd (1861-1865); United States. Army. New York Cavalry Regiment, 24th (1864-1865)",US Civil War; Browsing: History - American; Browsing: History - Warfare
33281,"Punch, or the London Charivari, Vol. 98, May 31, 1890","Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
33282,"The Boy Pilot of the Lakes; Or, Nat Morton's Perils","Webster, Frank V.",Rescues -- Juvenile fiction; Mystery and detective stories; Great Lakes (North America) -- Juvenile fiction; Pilots and pilotage -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33283,"Calculus Made Easy
Being a very-simplest introduction to those beautiful methods which are generally called by the terrifying names of the Differential Calculus and the Integral Calculus","Thompson, Silvanus P. (Silvanus Phillips), 1851-1916",Calculus,Mathematics; Browsing: Mathematics; Browsing: Science - General
33285,Her Royal Highness Woman,"O'Rell, Max, 1848-1903",Love; Women -- Conduct of life; Domestic relations,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies
33286,From Bull Run to Appomattox: A Boy's View,"Hopkins, Luther W., 1843-","United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate; Confederate States of America. Army. Virginia Cavalry Regiment, 6th",US Civil War; Browsing: History - American; Browsing: History - Warfare
33287,"Hints on the Use and Handling of Firearms Generally, and the Revolver in Particular","Curling, H. Onslow",Firearms; Revolvers,Technology; Manufacturing; Browsing: Computers & Technology; Browsing: Engineering & Construction
33288,"The Expositor's Bible: The Gospel of St. John, Vol. II","Dods, Marcus, 1834-1909; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]","Bible. John; Bible. John -- Criticism, interpretation, etc.",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33289,The Loves of Ambrose,"Vandercook, Margaret, 1876-1958; Grant, Gordon, 1875-1962 [Illustrator]",Marriage -- Fiction; Kentucky -- Social life and customs -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33290,The Door of Heaven: A Manual for Holy Communion,"Burgett, Arthur Edward, 1869-1942",Anglican Communion -- Prayers and devotions; Anglican Communion -- Liturgy; Eucharistic prayers -- Anglican Communion,Browsing: Religion/Spirituality/Paranormal
33291,"Pitching in a Pinch; or, Baseball from the Inside","Mathewson, Christy, 1880-1925; Wheeler, John N. (John Neville), 1886- [Author of introduction, etc.]","Mathewson, Christy, 1880-1925; Pitching (Baseball); Baseball -- United States -- History",Browsing: Biographies; Browsing: History - American; Browsing: Sports/Hobbies/Motoring
33292,"Punch or the London Charivari, Vol. 98 June 7, 1890","Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Journalism/Media/Writing
33293,The Great Miss Driver,"Hope, Anthony, 1863-1933",Inheritance and succession -- Fiction; Young women -- Fiction; Elopement -- Fiction; Private secretaries -- Fiction,Browsing: Literature; Browsing: Fiction
33294,On the Heights: A Novel,"Auerbach, Berthold, 1812-1882; Stern, Simon Adler, 1838-1904 [Translator]",Guilt -- Fiction; Forgiveness -- Fiction; Love -- Fiction,Browsing: Literature; Browsing: Fiction
33295,"Encyclopaedia Britannica, 11th Edition, ""Celtes, Konrad"" to ""Ceramics""
Volume 5, Slice 6",Various,Encyclopedias and dictionaries,Browsing: Encyclopedias/Dictionaries/Reference
33296,Five Young Men: Messages of Yesterday for the Young Men of To-day,"Brown, Charles Reynolds, 1862-1950",Men in the Bible,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33298,Spies of the Kaiser: Plotting the Downfall of England,"Le Queux, William, 1864-1927","Great Britain -- History -- Invasions -- Fiction; Spy stories; Espionage, German -- Fiction; Intelligence service -- Fiction",Browsing: Crime/Mystery; Browsing: History - General; Browsing: Fiction
33299,The Five Giants,"Kidder, Daniel P. (Daniel Parish), 1815-1891",Children's stories,Browsing: Children & Young Adult Reading; Browsing: Literature
33300,Mary,"Bjørnson, Bjørnstjerne, 1832-1910; Gosse, Edmund, 1849-1928 [Editor]; Morison, Mary [Translator]",Norway -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
33301,The Sword of Damocles: A Story of New York Life,"Green, Anna Katharine, 1846-1935",New York (N.Y.) -- Fiction; Detective and mystery stories,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
33302,The Future of International Law,"Oppenheim, L. (Lassa), 1858-1919",International law,Browsing: Law & Criminology; Browsing: Politics
33303,Russian Life To-day,"Bury, Herbert, Bp., 1853-1933",Russia -- Social life and customs,Browsing: Culture/Civilization/Society; Browsing: History - European
33304,Hair-Breadth Escapes: The Adventures of Three Boys in South Africa,"Adams, H. C. (Henry Cadwallader), 1817-1899",Adventure stories; Boys -- Juvenile fiction; South Africa -- Juvenile fiction; Hunting -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33305,Lost Man's Lane: A Second Episode in the Life of Amelia Butterworth,"Green, Anna Katharine, 1846-1935",Detective and mystery stories; New York (State) -- Fiction,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
33306,The King of Arcadia,"Lynde, Francis, 1856-1930",Civil engineers -- Fiction; Love stories; Fathers and daughters -- Fiction; Colorado -- Fiction; Rocky Mountains -- Fiction; Dams -- Design and construction -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33309,Through the Postern Gate: A Romance in Seven Days,"Barclay, Florence L. (Florence Louisa), 1862-1921",Love stories; England -- Social life and customs -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33310,"On The Principles of Political Economy, and Taxation","Ricardo, David, 1772-1823",Economics,Browsing: Economics; Browsing: Politics; Browsing: Sociology
33312,Faith and Unfaith: A Novel,"Duchess, 1855?-1897",Fiction,Browsing: Literature; Browsing: Fiction
33313,"British Committees, Commissions, and Councils of Trade and Plantations, 1622-1675","Andrews, Charles McLean, 1863-1943",Great Britain -- Colonies -- Administration -- History -- 19th century; Great Britain. Board of Trade -- Antecedents; Great Britain -- Commercial policy -- History -- 17th century; Great Britain -- Colonies -- Administration -- History -- 17th century,Browsing: Economics; Browsing: History - British; Browsing: History - General
33314,H. R.,"Lefevre, Edwin, 1871-1943",New York (N.Y.) -- Fiction; Satire; Advertising -- Fiction; Labor unions -- Fiction; Bank employees -- Fiction,Browsing: Humour; Browsing: Literature; Browsing: Fiction
33318,"The Book of Buried Treasure
Being a True History of the Gold, Jewels, and Plate of Pirates, Galleons, etc., which are sought for to this day","Paine, Ralph Delahaye, 1871-1925",Treasure troves,Browsing: History - General; Browsing: Travel & Geography
33319,Zigzag Journeys in Europe: Vacation Rambles in Historic Lands,"Butterworth, Hezekiah, 1839-1905",France -- Description and travel -- Juvenile literature; England -- Description and travel -- Juvenile literature,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
33320,Across the Continent by the Lincoln Highway,"Gladding, Effie Price",United States -- Description and travel; Automobile travel; Lincoln Highway,Browsing: History - American; Browsing: Travel & Geography
33321,Two plays for dancers,"Yeats, W. B. (William Butler), 1865-1939",Ireland -- Drama,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film
33322,Observations on the Present State of the Affairs of the River Plate,"Baines, Thomas, 1806-1881",Argentina -- Foreign relations -- Uruguay; Uruguay -- Foreign relations -- Argentina; International relations; Argentina; Uruguay,Browsing: History - American; Browsing: Politics
33323,"Small gardens, and how to make the most of them","Biddle, Violet Purton, 1876-",Gardening,Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming
33324,"K. K. K. sketches, humorous and didactic","Beard, James Melville",Ku Klux Klan (19th century),Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Humour
33325,The Spoils of Poynton,"James, Henry, 1843-1916",Inheritance and succession -- Fiction; England -- Fiction; Domestic fiction; Country homes -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33331,An Example of Communal Currency: The facts about the Guernsey Market House,"Harris, Joseph Theodore",Paper money -- Guernsey; Finance -- Guernsey,Browsing: Culture/Civilization/Society; Browsing: Economics
33333,The Statute of Anne,Great Britain. Parliament,"Great Britain. Laws, statutes, etc. Anno octavo Annæ reginæ ... An act for the encouragement of learning -- Anne, 1702-1714; Copyright -- Great Britain -- History -- Sources",British Law; Browsing: History - British; Browsing: Law & Criminology
33334,"The Only Woman in the Town, and Other Tales of the American Revolution","Prichard, Sarah J. (Sarah Johnson), 1830-1909","Short stories; United States -- History -- Revolution, 1775-1783 -- Fiction",Browsing: History - American; Browsing: Literature; Browsing: Fiction
33335,Worrying Won't Win,"Glass, Montague, 1877-1934","World War, 1914-1918 -- United States; World War, 1914-1918 -- Caricatures and cartoons",World War I; Browsing: Art & Photography; Browsing: History - Warfare; Browsing: Fiction
33336,"The Welsh and Their Literature
from The London Quarterly Review, January 1861, American Edition","Borrow, George, 1803-1881",Welsh literature -- History and criticism,Browsing: History - General; Browsing: Literature
33337,Astronomical Discovery,"Turner, H. H. (Herbert Hall), 1861-1930",Astronomy -- History,Browsing: History - General; Browsing: Science - Astronomy
33338,Per Amica Silentia Lunae,"Yeats, W. B. (William Butler), 1865-1939",Essays,Browsing: Literature
33340,Weighed and Wanting: Addresses on the Ten Commandments,"Moody, Dwight Lyman, 1837-1899","Sermons, American; Ten commandments -- Sermons",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal; Browsing: Teaching & Education
33341,"Secret Power; or, The Secret of Success in Christian Life and Work","Moody, Dwight Lyman, 1837-1899",Christian life; Holy Spirit; Baptism in the Holy Spirit,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
33342,Old New Zealand: Being Incidents of Native Customs and Character in the Old Times,"Maning, Frederick Edward, 1812-1883",New Zealand -- Description and travel; Maori (New Zealand people),Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
33343,Campmates: A Story of the Plains,"Munroe, Kirk, 1850-1930",Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Indians of North America -- Juvenile fiction; Missing children -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Diligence -- Juvenile fiction; Success -- Juvenile fiction; Outdoor life -- Juvenile fiction; Engineers -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33344,Narrative of Mr. John Dodge during his Captivity at Detroit,"Dodge, John, 1751-1800; Burton, Clarence Monroe, 1853-1932 [Annotator]","Indian captivities; United States -- History -- Revolution, 1775-1783 -- Prisoners and prisons; Detroit (Mich.)",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: History - Warfare
33345,Lafcadio Hearn,"Kennard, Nina H., 1844-1926","Authors, American -- 19th century -- Correspondence; Hearn, Lafcadio, 1850-1904; Hearn, Lafcadio, 1850-1904 -- Correspondence",Browsing: Biographies; Browsing: Literature
33346,"How to tell the Birds from the Flowers, and other Wood-cuts
A Revised Manual of Flornithology for Beginners","Wood, Robert Williams, 1868-1955",American wit and humor; Nature study -- Humor,Browsing: Humour; Browsing: Nature/Gardening/Animals
33347,Aubrey Beardsley,"Ross, Robert Baldwin, 1869-1918; Vallance, Aymer, 1862-1943 [Contributor]","Beardsley, Aubrey, 1872-1898; Artists -- England -- Biography",Browsing: Art & Photography; Browsing: Biographies
33348,Reveries over Childhood and Youth,"Yeats, W. B. (William Butler), 1865-1939","Ireland -- Social life and customs; Yeats, W. B. (William Butler), 1865-1939 -- Childhood and youth; Poets, Irish -- 19th century -- Biography",Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
33349,The Shepherd Psalm: A Meditation,"Evans, William, 1870-1950","Bible. Psalms, XXIII -- Meditations",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
33350,The Arts and Crafts Movement,"Cobden-Sanderson, T. J. (Thomas James), 1840-1922",Arts and crafts movement,Browsing: Art & Photography; Browsing: Culture/Civilization/Society
33352,"Little Oskaloo; or, The White Whirlwind","Harbaugh, T. C. (Thomas Chalmers), 1849-1924; Rexford, Eben E. (Eben Eugene), 1848-1916 [Contributor]",Indians of North America -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33353,"Patricia Brent, Spinster","Jenkins, Herbert George, 1876-1923",Love stories; Single women -- Fiction; Boardinghouses -- Fiction; England -- Social life and customs -- 20th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
33355,Oahu Traveler's guide,"Gleasner, Bill; Gleasner, Diana C.",Oahu (Hawaii) -- Guidebooks,Browsing: Travel & Geography
33356,The Vagabond in Literature,"Compton-Rickett, Arthur, 1869-1937",English literature -- 19th century -- History and criticism; Bohemianism,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature
33357,"Reminiscences of the Thirty-Fourth Regiment, Mass. Vol. Infantry","Clark, William H., 1841?-1920","United States -- History -- Civil War, 1861-1865 -- Regimental histories; United States. Army. Massachusetts Infantry Regiment, 34th (1862-1865)",US Civil War; Browsing: History - American; Browsing: History - Warfare
33358,"Great Singers on the Art of Singing
Educational Conferences with Foremost Artists","Cooke, James Francis, 1875-1960",Singing; Voice culture; Singers,Music; Browsing: Music; Browsing: Teaching & Education
33359,The Unveiling of Lhasa,"Candler, Edmund, 1874-1926","Tibet Autonomous Region (China) -- Description and travel; British -- China -- Tibet Autonomous Region; Candler, Edmund, 1874-1926 -- Travel -- China -- Tibet Autonomous Region",Browsing: History - General; Browsing: Travel & Geography
33361,"Ozma of Oz
A Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein","Baum, L. Frank (Lyman Frank), 1856-1919; Neill, John R. (John Rea), 1877-1943 [Illustrator]","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Vacations -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Uncles -- Juvenile fiction; Magic -- Juvenile fiction; Physicians -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Steamboats -- Juvenile fiction; Hens -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
33362,"The Will of Samuel Appleton, with Remarks by One of the Executors","Appleton, Samuel, 1766-1853; Bowditch, N. I. (Nathaniel Ingersoll), 1805-1861 [Contributor]","Wills -- Massachusetts; Appleton, Samuel, 1766-1853 -- Will; Appleton family",Browsing: History - American; Browsing: History - General
33363,"The Poetical Works of Elizabeth Barrett Browning, Volume 2","Browning, Elizabeth Barrett, 1806-1861","English poetry -- 19th century; Poetry, Modern -- 19th century",Browsing: Literature; Browsing: Poetry
33364,"A New Subspecies of the Fruit-eating Bat, Sturnira ludovici, From Western Mexico","Jones, J. Knox, 1929-1992; Phillips, Gary L.",Bats -- Mexico; Mammals -- Mexico; Sturnira ludovici,Animal; Animals-Wild-Mammals; Browsing: Nature/Gardening/Animals; Browsing: Science - Genetics/Biology/Evolution
33365,"Encyclopaedia Britannica, 11th Edition, ""Cerargyrite"" to ""Charing Cross""
Volume 5, Slice 7",Various,Encyclopedias and dictionaries,Browsing: Encyclopedias/Dictionaries/Reference
33366,"Punch, or the London Charivari, Vol. 98, June 14 1890","Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature
33367,"Mentone, Cairo, and Corfu","Woolson, Constance Fenimore, 1840-1894",Menton (France); Cairo (Egypt); Kerkyra (Greece),Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
33368,"Tales of the Toys, Told by Themselves","Broderip, Frances Freeling, 1830-1878; Hood, Tom, 1835-1874 [Illustrator]",Conduct of life -- Juvenile fiction; Children's stories; Children -- Conduct of life -- Juvenile fiction; Toys -- Juvenile fiction; Siblings -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
33370,Soap-Bubbles and the Forces Which Mould Them,"Boys, C. V. (Charles Vernon), 1855-1944",Surface tension; Bubbles; Capillarity,Browsing: Science - Chemistry/Biochemistry/Physics; Browsing: Science - General
33371,Raising P. V. Squabs for Profit,"Trecartin, John S.",Pigeons,Browsing: Science - Earth/Agricultural/Farming
33372,"The Peddler's Boy; Or, I'll Be Somebody","Woodworth, Francis C. (Francis Channing), 1812-1859",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Diligence -- Juvenile fiction; Success -- Juvenile fiction; Peddlers -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33373,Kyphosis and other Variations in Soft-shelled Turtles,"Smith, Hobart M. (Hobart Muir), 1912-2013",Turtles,Browsing: Nature/Gardening/Animals; Browsing: Science - General
33374,"Wake (First 25,000 words)","Sawyer, Robert J., 1960-","Science fiction; Artificial intelligence -- Fiction; Blind women -- Fiction; Women mathematicians -- Fiction; Implants, Artificial -- Fiction; World Wide Web -- Fiction",Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
33375,"Watch (First 25,000 words)","Sawyer, Robert J., 1960-","Science fiction; Friendship -- Fiction; Teenage girls -- Fiction; Artificial intelligence -- Fiction; Implants, Artificial -- Fiction; World Wide Web -- Fiction; Teenagers with visual disabilities -- Fiction; Administrative agencies -- Fiction; National security -- Fiction",Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
33376,A Vindication of England's Policy with Regard to the Opium Trade,"Haines, Charles Reginald",Opium trade,Browsing: Economics; Browsing: Politics; Browsing: Sociology
33379,Dietetics for Nurses,"Proudfit, Fairfax T. (Fairfax Throckmorton)",Diet in disease,Browsing: Health & Medicine
33380,Love's Usuries,"Creswicke, Louis",Fiction; Short stories,Browsing: Literature; Browsing: Fiction
33381,Penny Nichols Finds a Clue,"Clark, Joan, 1905-2002",Detective and mystery stories; Thieves -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery
33382,Penny Nichols and the Black Imp,"Clark, Joan, 1905-2002",Detective and mystery stories; Girls -- Juvenile fiction; Artists -- Juvenile fiction; Art thieves -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction
33383,Penny Nichols and the Knob Hill Mystery,"Clark, Joan, 1905-2002",Detective and mystery stories; Vacations -- Juvenile fiction; Brigands and robbers -- Juvenile fiction; Wills -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction
33384,The Story of a Red Deer,"Fortescue, J. W. (John William), Sir, 1859-1933",Animals -- Juvenile fiction; Natural history -- Juvenile fiction; Death -- Juvenile fiction; Hunting -- Juvenile fiction; Red deer -- Juvenile fiction; Fox hunting -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals; Browsing: Fiction
33385,"Library of the World's Best Literature, Ancient and Modern — Volume 08","Warner, Charles Dudley, 1829-1900 [Editor]; Mabie, Hamilton Wright, 1846-1916 [Editor]; Runkle, Lucia Isabella Gilbert, 1844- [Editor]; Warner, George H., 1833-1919 [Editor]",Literature -- Collections,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
33386,The Tremendous Event,"Leblanc, Maurice, 1864-1941; Teixeira de Mattos, Alexander, 1865-1921 [Translator]",Science fiction; Adventure stories; Earthquakes -- Fiction; English Channel -- Fiction,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
33387,The Fortunes of Philippa: A School Story,"Brazil, Angela, 1869-1947",Girls -- Juvenile fiction; Schools -- England -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Teaching & Education; Browsing: Fiction
33389,A Pair of Schoolgirls: A Story of School Days,"Brazil, Angela, 1869-1947; Campbell, John W. (John William), 1886-1935 [Illustrator]",Girls -- Juvenile fiction; Schools -- England -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature
33390,Bosom Friends: A Seaside Story,"Brazil, Angela, 1869-1947; Wylie, Jenny [Illustrator]",Girls -- Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Vacations -- Juvenile fiction; Seashore -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
33391,Bill Nye's Cordwood,"Nye, Bill, 1850-1896",American wit and humor,Humor; Browsing: Humour; Browsing: Literature
33392,In and Out,"Franklin, Edgar, 1879-1958; Stahr, Paul, 1883-1953 [Illustrator]",Detective and mystery stories; Murder -- Fiction,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
